“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"2923","12303","Algonquin Centre For Construction Excellence","Woodroofe Ave","Ottawa","Ontario","2009-07-09","2012-11-02","4",“25”,"18460",“14”,"9"
"2924","12557","Jim Pattison Center of Excellence","583 Duncan Avenue West","Penticton","British Columbia","2010-05-05","2015-06-03","4",“25”,"7335",“14”,"9"
"2925","12776","University of Waterloo Environment 3 Building","200 University Avenue West","Waterloo","Ontario","2009-11-30","2012-11-30","4",“25”,"5644",“14”,"9"
"2926","10722","Ground, First and Sixth Floors of the Murray Library","Murray Building, 3 Campus Drive,","Saskatoon","Saskatchewan","2007-05-14","2015-05-28","1",“20”,"5280",“15”,"9"
"2927","10092","The Hazel McCallion Academic Learning Centre","3359 Mississauga Road North","Mississauga","Ontario","2005-01-04","2007-06-11","2",“25”,"10350",“15”,"9"
"2928","12243","University of Calgary - High Density Library","11711 85 Street NW","Calgary","Alberta","2009-08-19","2016-08-08","3",“25”,"2945",“15”,"9"
"2929","10605","University of Calgary - Taylor Family Digital Library","2500 University Dr NW","Calgary","Alberta","2007-03-02","2014-06-11","3",“25”,"24514",“15”,"9"
"2930","11973","Thompson Rivers University - The Brown Family House of Learning","900 McGill Rd., PO Box 3010","Kamloops","British Columbia","2009-02-09","2015-01-30","3",“25”,"6894",“15”,"9"
"2931","13110","Hans W. Klohn Commons","100 Tucker Park Road","Saint John","New Brunswick","2010-01-13","2013-10-15","3",“25”,"3660",“15”,"9"
"2932","10208","Surrey Campus Library Expansion","12666 - 72nd Avenue","Surrey","British Columbia","2005-08-18","2011-09-20","3",“25”,"5363",“15”,"9"
"2933","11467","The Ryerson University Student Learning Centre","341 Yonge Street","Toronto","Ontario","2008-07-08","2016-11-11","3",“25”,"12784",“15”,"9"
"2934","10177","Langara College Library/Classroom Building","100 West 49th Avenue","Vancouver","British Columbia","2005-05-24","2011-04-19","3",“25”,"7788",“15”,"9"
"2935","15529","Humber Learning Resource Centre","205 Humber College Boulevard","Toronto","Ontario","2012-06-19","2016-08-12","3",“26”,"18601",“15”,"9"
"2936","12437","East Campus Village - Graduate Student Housing","110 Street and 87 Avenue","Edmonton","Alberta","2009-08-07","2013-02-19","2",“25”,"10990","16","9"
"2937","11694","Lakefield College School - Cooper House","4391 County Road 29","Lakefield","Ontario","2008-10-06","2011-08-17","3",“25”,"1111","16","9"
"2938","10784","Ashbury College Boys' Residence","362 Mariposa Avenue","Rockliffe","Ontario","2007-07-03","2011-08-10","3",“25”,"2139","16","9"
"2939","12535","University of Calgary - Yamnuska Hall","3348-24 Ave NW","Calgary","Alberta","2009-09-03","2013-09-18","1",“25”,"21793","17","9"
"2940","10318","Les Prince Hall at McMaster University","1280 Main St. W","Hamilton","Ontario","2006-05-29","2007-07-05","1",“25”,"9839","17","9"
"2941","10935","McFeetors Hall: Great-West Life Student Residence","Langside Avenue and Furby Place","Winnipeg","Manitoba","2007-10-01","2011-01-06","2",“25”,"6882","17","9"
"2942","16004","O'Regan and Riley Halls","Varsity Drive - St. Francis Xavier University Campus","Antigonish","Nova Scotia","2013-06-21","2015-03-12","2",“26”,"9426","17","9"
"2943","16760","University of Calgary - Aurora Hall","3272 24 Avenue NW","Calgary","Alberta","2014-02-18","2017-01-31","2",“26”,"12464","17","9"
"2944","13926","Delaware Hall Residence","University of Western Ontario, 1151 Richmond Street London, Ontario, Canada","London","Ontario","2010-12-17","2017-12-18","2",“26”,"13500","17","9"
"2945","14879","Western University's Ontario Hall Residence","230 Sarnia Road","London","Ontario","2011-06-03","2015-06-18","2",“26”,"34148","17","9"
"2946","12474","South Tower Residence","University of Victoria,  3800 Finnerty Road","Victoria","British Columbia","2009-09-01","2013-01-04","3",“25”,"3351","17","9"
"2947","13559","Student Residence, Lakehead University, Orillia, Ontario","500 University Avenue","Orillia","Ontario","2010-05-25","2014-07-18","4",“25”,"8622","17","9"
"2948","14931","ETS Residences etudiantes phase IV","355, rue de la Montagne","Montreal","Quebec","2011-07-20","2017-11-23","4",“26”,"18786","17","9"
"2949","13334","Selkirk College Tenth Street Residences and Music Theatre","Tenth Street Campus","Nelson","British Columbia","2010-04-20","2015-06-25","1",“25”,"4534",“18”,"9"
"2950","15311","Langley South Building","20901 Langley Bypass","Langley","British Columbia","2012-01-25","2015-07-22","2",“20”,"2700",“18”,"9"
"2951","13107","Sustainable Skills, Technology and Life Sciences Centre","376 Wallbridge-Loyalist Road","Belleville","Ontario","2010-02-05","2013-05-24","2",“25”,"4980",“18”,"9"
"2952","12867","Centre de géomatique du Québec - Cégep de Chicoutimi","534, rue Jacques-Cartier Est","Chicoutimi","Quebec","2009-11-20","2013-01-08","2",“25”,"750",“18”,"9"
"2953","11128","Fitness Centre Wing","1600 West Bank Drive","Peterborough","Ontario","2008-02-15","2012-11-02","2",“25”,"2188",“18”,"9"
"2954","12020","Place Riel Student Centre Expansion","1 Campus Drive","Saskatoon","Saskatchewan","2009-02-24","2013-11-12","2",“25”,"3870",“18”,"9"
"2955","13312","McIntosh Gallery","1151 Richmond Street","London","Ontario","2010-03-30","2012-10-09","2",“26”,"381",“18”,"9"
"2956","14851","Lakehead University Cafeteria and Bookstore, Orillia Campus","500 University Avenue","Orillia","Ontario","2012-11-28","2015-03-20","2",“26”,"1572",“18”,"9"
"2957","17395","University of Calgary-The Owerko Centre at the Alberta Children's Hospital Research Institute","3820 24 Avenue NW","Calgary","Alberta","2015-03-30","2016-11-10","3",“20”,"785",“18”,"9"
"2958","10549","Renovations to South Bond Building (at Ryerson University)","105 Bond Street","Toronto","Ontario","2007-01-15","2009-02-20","3",“20”,"4494",“18”,"9"
"2959","11336","Pavillon des sciences Anne-Marie Edward","21275 Lakeshore Road","Sainte-Anne-de-Bellevue","Quebec","2008-06-05","2015-06-18","3",“25”,"11420",“18”,"9"
"2960","11281","UBC Chemistry Centre Block Renewal","2036 Main Mall","Vancouver","British Columbia","2008-09-04","2013-09-25","3",“25”,"7386",“18”,"9"
"2961","12513","Paterson GlobalFoods Institute and Student Residence","504 Main Street","Winnipeg","Manitoba","2009-09-15","2017-02-09","3",“25”,"9868",“18”,"9"
"2962","11397","Richardson College for the Environment","599 Portage Ave.","Winnipeg","Manitoba","2008-06-07","2015-09-11","3",“25”,"10278",“18”,"9"
"2963","16175","LeMarchant Place","1246 LeMarchant Street","Halifax","Nova Scotia","2013-05-10","2017-10-24","3",“26”,"14876",“18”,"9"
"2964","15026","UBC Ponderosa East & West","6398 & 6488 University Boulevard","Vancouver","British Columbia","2011-10-17","2017-09-18","3",“26”,"28736",“18”,"9"
"2965","13914","Centre for Digital Media","577 Great Northern Way","Vancouver","British Columbia","2010-12-13","2013-09-30","3",“26”,"4746",“18”,"9"
"2966","14810","UdeM - Campus Outremont","Arrondissement Outremont","Montreal","Quebec","2010-12-16","2016-10-07","3",“41”,"191901",“18”,"9"
"2967","11794","Aménagement des bureaux de Recyc-Québec à Montréal","141, avenue du Président-Kennedy, 8ième étage","Montréal","Quebec","2008-11-11","2010-11-12","2",“20”,"1097",“21”,"9"
"2968","12665","MacEwan University - University Service Centre (USC)","Lot 1, Block 9C, Plan 892-2457","Edmonton","Alberta","2009-12-08","2014-12-18","2",“25”,"5615",“21”,"9"
"2969","10210","Surrey Main Building Expansion","12666 - 72nd Avenue","Surrey","British Columbia","2005-08-30","2012-11-14","2",“25”,"4330",“21”,"9"
"2970","12783","Munk School of Global Affairs","315 Bloor Street West","Toronto","Ontario","2010-01-18","2015-02-13","2",“25”,"2115",“21”,"9"
"2971","10631","Confidential Project",,,"Ontario","2007-03-19","2010-05-10","2",“25”,"23129",“21”,"9"
"2972","16498","The Collider","2544 Advanced Avenue","London","Ontario","2013-07-18","2016-01-21","2",“26”,"2559",“21”,"9"
"2973","15757","University of Calgary - Administration Building Executive Suite","539 Campus Place NW","Calgary","Alberta","2012-08-29","2015-03-31","3",“20”,"2694",“21”,"9"
"2974","10942","University of Toronto Facilities and Services and Real Estate Operations Office","255 McCaul St.","Toronto","Ontario","2007-11-02","2009-11-27","3",“20”,"2069",“21”,"9"
"2975","11631","Athabasca University Academic and Research Centre","1 University Drive","Athabasca","Alberta","2008-09-10","2015-03-17","3",“25”,"5343",“21”,"9"
"2976","10300","Triffo Hall","University of Alberta","Edmonton","Alberta","2006-04-11","2009-05-26","3",“25”,"2368",“21”,"9"
"2977","10799","UBC-Okanagan Campus-Engineering, Management and  Education Building","3333 University Way","Kelowna","British Columbia","2007-07-09","2016-07-08","3",“25”,"16200",“21”,"9"
"2978","11534","Western Research Park","999 Collip Circle","London","Ontario","2009-05-21","2012-09-20","3",“25”,"3872",“21”,"9"
"2979","11240","Pavillon des sciences sociales, Université d'Ottawa  - Social Sciences Building - University of Ottawa","Ottawa University, 75 Laurier Ave. E.","Ottawa","Ontario","2008-03-28","2014-09-11","3",“25”,"27737",“21”,"9"
"2980","11703","Sarnia-Lambton Bio-Industrial Centre","1050 Modeland Road","Sarnia","Ontario","2008-10-30","2012-09-20","3",“25”,"6991",“21”,"9"
"2981","13121","Pavillon de recherche en sciences humaines et sociales, Pavillon A10","2500 boul. de l'Université","Sherbrooke","Quebec","2010-02-17","2013-09-26","3",“25”,"3624",“21”,"9"
"2982","10268","Aboriginal House (University of Manitoba)","114 Sidney Smith Street","Winnipeg","Manitoba","2006-02-06","2009-11-26","3",“25”,"1204",“21”,"9"
"2983","10187","University of Calgary - Child Development Centre","University of Calgary","Calgary","Alberta","2005-07-08","2007-10-15","4",“25”,"11780",“21”,"9"
"2984","14116","Cégep de Sherbrooke","475, rue du Cégep","Sherbrooke","Quebec","2010-11-03","2016-02-01","1",“23”,"71376",“22”,"9"
"2985","12887","Centre d'imagerie cérébrale, IUSMD","6875, boulevard Lasalle","Montréal","Quebec","2010-04-13","2014-09-11","1",“25”,"1991",“22”,"9"
"2986","13386","Langley West Wing","20901 Langley Bypass","Langley","British Columbia","2010-04-22","2014-12-12","2",“20”,"1097",“22”,"9"
"2987","13344","Gerald Schwartz School Of Business","3090 Martha Drive, PO Box 5000, St. Francis Xavier University","Antigonish","Nova Scotia","2010-06-24","2013-10-09","2",“25”,"6986",“22”,"9"
"2988","12526","Research and Academic Centre, East Building","Dalhousie Street","Brantford","Ontario","2009-10-21","2014-02-10","2",“25”,"3663",“22”,"9"
"2989","11152","Research and Academic Centre, West Building","150 Dalhousie St.","Brantford","Ontario","2008-02-15","2013-03-06","2",“25”,"2796",“22”,"9"
"2990","13808","Residence Complex, Grenfell Campus, Memorial University","50 Grenfell Drive","Corner Brook","Newfoundland and Labrador","2010-12-13","2014-07-24","2",“25”,"6308",“22”,"9"
"2991","12448","Agrandissement du Collège Montmorency","475, boul. de l'avenir","Laval","Quebec","2009-09-10","2014-11-03","2",“25”,"6510",“22”,"9"
"2992","13530","Wind Engineering, Energy and Environmental Dome","Innovation Park, 2525 Bonder Road","London","Ontario","2010-05-31","2015-02-02","2",“25”,"2725",“22”,"9"
"2993","10897","École de gestion John Molson","1450 rue Guy","Montreal","Quebec","2007-12-13","2012-10-01","2",“25”,"37023",“22”,"9"
"2994","12336","La Cite Collegiale Centre des Metiers","8865 North Service Road","Ottawa","Ontario","2009-06-30","2014-11-27","2",“25”,"4987",“22”,"9"
"2995","12256","La Cite:  Institut des Services D'Urgence","801 Aviation Parkway","Ottawa","Ontario","2009-06-30","2014-11-27","2",“25”,"7783",“22”,"9"
"2996","13809","Macpherson College Residence - St. John's Campus, Memorial University of Newfoundland","50 Burton's Pond Road","St. John's","Newfoundland and Labrador","2010-10-29","2014-07-25","2",“25”,"16580",“22”,"9"
"2997","17046","Wallace McCain Learning Commons","1355 Oxford Street (Lord Dalhousie Drive)","Halifax","Nova Scotia","2014-06-19","2018-02-09","2",“26”,"1266",“22”,"9"
"2998","17393","Student Welcome and Resource Centre","3155 Lakeshore Blvd.","Toronto","Ontario","2015-01-16","2018-01-10","2",“26”,"6461",“22”,"9"
"2999","11734","William G. Davis Building 3rd Floor Renovation","3057 Mississauga Road North, 3rd Floor","Mississauga","Ontario","2008-12-15","2014-03-25","3",“20”,"3189",“22”,"9"
"3000","13066","University of the Fraser Valley Canada Education Park Building A","45190 Caen Avenue","Chilliwack","British Columbia","2009-12-22","2015-09-18","3",“25”,"14000",“22”,"9"
"3001","11184","NSCC - Centre for the Built Environment","280 Pleasant Street","Dartmouth","Nova Scotia","2008-02-29","2012-08-22","3",“25”,"9755",“22”,"9"
"3002","13473","Centre Québécois de formation en maintenance d'éoliennes","96 rue Jacques Cartier","Gaspé","Quebec","2010-05-07","2013-03-01","3",“25”,"495",“22”,"9"
"3003","12942","Centre de recherche PERFORM","7141 rue Sherbrooke ouest","Montréal","Quebec","2010-06-15","2012-10-01","3",“25”,"7315",“22”,"9"
"3004","13565","Robert C. Gillett Student Commons","1385 Woodroffe Avenue","Ottawa","Ontario","2010-10-04","2014-02-18","3",“25”,"10394",“22”,"9"
"3005","13285","Prince George Technical Education Centre","3330 22nd Avenue","Prince George","British Columbia","2010-03-25","2015-03-17","3",“25”,"6512",“22”,"9"
"3006","13286","Quesnel Technical Education Centre","100 Campus Way","Quesnel","British Columbia","2010-03-25","2015-03-17","3",“25”,"2228",“22”,"9"
"3007","12121","Academic Health Sciences - E Wing","Clinic Place, University of Saskatchewan","Saskatoon","Saskatchewan","2009-04-07","2016-02-02","3",“25”,"26840",“22”,"9"
"3008","13550","University College of the North, Thompson","55 UCN Drive","Thompson","Manitoba","2010-05-25","2016-04-20","3",“25”,"8375",“22”,"9"
"3009","13091","UBC Bioenergy Research and Demonstration Facility","Lower Mall rd., UBC Campus","Vancouver","British Columbia","2010-01-05","2014-02-17","3",“25”,"1971",“22”,"9"
"3010","11180","Students' Union and C Buildings","Langara College, West 49th Avenue,","Vancouver","British Columbia","2008-02-29","2012-01-03","3",“25”,"5463",“22”,"9"
"3011","10848","Administrative Services Building","3800 Finnery road","Victoria","British Columbia","2007-08-17","2011-04-11","3",“25”,"3754",“22”,"9"
"3012","13832","Robert H. Lee Alumni Centre","6163, University Boulevard and East Mall","Vancouver","British Columbia","2010-09-21","2016-11-16","3",“26”,"3885",“22”,"9"
"3013","16496","Centre for Trades Education and Innovation","4481 Interurban Road","Victoria","British Columbia","2013-07-17","2017-10-24","3",“26”,"7468",“22”,"9"
"3014","12325","Vancouver Island University Deep Bay Marine Field Station","370 Crome Point Road","Bowser","British Columbia","2009-12-14","2013-07-18","4",“25”,"1235",“22”,"9"
"3015","10317","David Braley Athletics Centre at McMaster University","1280 Main St. W","Hamilton","Ontario","2006-05-29","2008-03-18","1",“25”,"12012",“28”,"9"
"3016","10082","1st Choice Savings Center for Sport & Wellness","4401 University Drive","Lethbridge","Alberta","2004-12-01","2009-10-22","2",“25”,"17250",“28”,"9"
"3017","17392","Lakeshore Campus Fitness Centre","3246 Lakeshore Blvd. West","Toronto","Ontario","2015-01-16","2018-01-10","2",“26”,"2045",“28”,"9"
"3018","15952","York Lions Stadium","4700 Keele Street","Toronto","Ontario","2012-12-18","2015-05-27","2",“26”,"4353",“28”,"9"
"3019","14888","University of Manitoba Active Living Centre","430 University Crescent","Winnipeg","Manitoba","2011-06-15","2017-01-13","2",“26”,"9946",“28”,"9"
"3020","11316","Centennial College Athletic and Wellness Centre","941 Progress Ave.","Scarborough","Ontario","2008-05-05","2017-07-06","3",“25”,"6377",“28”,"9"
"3021","10498","William P. Wilder Arena and Sports Complex","200 Lonsdale Road","Toronto","Ontario","2006-12-12","2010-09-14","3",“25”,"7313",“28”,"9"
"3022","12172","Centre for Athletics, Recreation and Special Abilities","Alumni Chip Trail","Victoria","British Columbia","2009-05-04","2017-01-05","3",“25”,"17700",“28”,"9"
"3023","15781","David Braley Athletic & Recreation Centre","135 Fennell Avenue and West 5th Street","Hamilton","Ontario","2012-08-28","2015-09-04","3",“26”,"7143",“28”,"9"
"3024","16495","University of British Columbia Aquatic Centre","6080 Student Union Blvd","Vancouver","British Columbia","2013-09-12","2018-01-29","3",“26”,"6911",“28”,"9"
"3025","15650","Axworthy Health and RecPlex","368 Spence St.","Winnipeg","Manitoba","2012-07-12","2017-01-24","3",“26”,"9027",“28”,"9"
"3026","15690","Nalcor Churchill Falls Accommodation Units","Naskaupi Street","Churchill Falls","Newfoundland and Labrador","2012-07-31","2013-06-14","2",“24”,"957","19",
"3027","14504","Brookside Court - Tannery Court Cooperative","287 Brookside Drive","Fredericton","New Brunswick","2011-05-04","2013-01-23","2",“24”,"1692","19",
"3028","16516","Multigénérationnel 26 St-Florent","26 rue Saint-Florent","Gatineau","Quebec","2013-08-14","2016-01-29","2",“24”,"718","19",
"3029","14283","Harmonie des rapides","40 rue Martel","Gatineau","Quebec","2009-03-21","2011-05-27","2",“24”,"133","19",
"3030","14276","Les Condos du Phare","4929 boul. des vétérans","Lac-mégantic","Quebec","2011-05-06","2013-10-11","2",“24”,"6968","19",
"3031","14902","Ocean View Apartments","22 Legion Street","North Rustico","Prince Edward Island","2011-05-27","2013-11-25","2",“24”,"580","19",
"3032","15363","Minto Avalon West Apartment Flats","105, 115, 135, 145, 175, 185, 205 & 215 Bluestone Private & 2210, 2214, 2236 & 2240 Tenth Line Rd","Ottawa","Ontario","2012-02-17","2017-03-13","2",“24”,"10919","19",
"3033","15364","Minto Avalon West Terrace Homes","100-178 Bluestone Private & 2218-2232 Tenth Line Rd","Ottawa","Ontario","2012-02-17","2017-03-13","2",“24”,"6057","19",
"3034","15247","Klondike Crossing Terraces","1118-1130 Klondike Road and 10-78 Argent Private","Ottawa","Ontario","2011-11-21","2016-07-08","2",“24”,"7525","19",
"3035","14929","Minto Ampersand - Dual Terraces","Chapman Mills Town Centre","Ottawa","Ontario","2015-01-28","2016-06-22","2",“24”,"18338","19",
"3036","14927","Minto Quarry Glen","Bilberry Drive","Ottawa","Ontario","2011-07-04","2016-04-07","2",“24”,"11396","19",
"3037","14319","Stonefield Flats in Chapman Mills","40 Barnstone Drive","Ottawa","Ontario","2009-06-18","2012-03-14","2",“24”,"1605","19",
"3038","17436","Faubourg Cousineau :4001 à 4009, rue Bernard-Hubert","4001 à 4009, rue Bernard-Hubert","Saint-Hubert","Quebec","2015-02-09","2016-06-03","2",“24”,"1596","19",
"3039","17642","Faubourg Cousineau : 3721-3741 Fernand-Flipot","3721-3741, rue Fernand-Flipot","Saint-Hubert","Quebec","2015-06-18","2016-06-03","2",“24”,"536","19",
"3040","17426","Faubourg Cousineau : 3661, rue Emile-Bouthillier","3661 Fernand-Flipot","Saint-Hubert","Quebec","2015-02-09","2015-10-30","2",“24”,"773","19",
"3041","17428","Faubourg Cousineau","3700 à 3728 Bernard-Hubert","Saint-Hubert","Quebec","2015-02-09","2015-10-30","2",“24”,"997","19",
"3042","17559","Faubourg Cousineau","3740 à 3768, rue Bernard-Hubert","Saint-Hubert","Quebec","2015-05-01","2015-10-30","2",“24”,"997","19",
"3043","17435","Faubourg Cousineau: 3780, rue Fernand-Flipot","3780, rue Fernand-Flipot","Saint-Hubert","Quebec","2015-02-09","2015-09-29","2",“24”,"773","19",
"3044","17427","Faubourg Cousineau","3921 à 3949 Bernard-Hubert","Saint-Hubert","Quebec","2015-02-09","2015-09-29","2",“24”,"997","19",
"3045","19164","Faubourg Cousineau : 4280 Bernard-Hubert","101, 102, 103, 104 105, 201, 202, 203, 204, 205 301, 302, 303, 304 & 305 4280 Bernard-Hubert","St-Hubert","Quebec","2016-10-27","2018-02-22","2",“24”,"1376","19",
"3046","19167","Faubourg Cousineau / 4320 Bernard-Hubert","4320 Bernard-Hubert","St-Hubert","Quebec","2016-10-27","2017-09-08","2",“24”,"1376","19",
"3047","19172","Faubourg Cousineau / 3651-3659 Bernard-Hubert","3651 à 3659 Bernard-Hubert","St-Hubert","Quebec","2016-10-27","2017-07-12","2",“24”,"997","19",
"3048","18387","Faubourg Cousineau : 4260 Bernard-Hubert","4260 Bernard-Hubert","St-Hubert","Quebec","2016-08-25","2017-05-23","2",“24”,"1376","19",
"3049","18068","Faubourg Cousineau : 3881-3909 Bernard-Hubert","3881 à 3909 Bernard-Hubert","St-Hubert","Quebec","2016-03-16","2017-04-13","2",“24”,"997","19",
"3050","17950","Faubourg Cousineau : 3671-3699 rue Bernard-Hubert","3671 à 3699 rue Bernard-Hubert","St-Hubert","Quebec","2016-01-18","2016-09-29","2",“24”,"997","19",
"3051","17975","Faubourg Cousineau : 3761 à 3781 rue Fernand-Flipot","3761 à 3781 rue Fernand-Flipot","St-Hubert","Quebec","2016-01-26","2016-09-29","2",“24”,"1596","19",
"3052","17250","Faubourg Cousineau : 3660, rue Fernand-Flipot","3660, rue Fernand-Flipot","St-Hubert","Quebec","2014-10-10","2015-10-30","2",“24”,"773","19",
"3053","17152","Faubourg Cousineau: 3711-3739 et 3961-3989 Bernard-Hubert et 3681-3701 Fernand-Flipot","3711-3739 et 3961-3989 Bernard-Hubert et 3681-3701 Fernand-Flipot","St-Hubert","Quebec","2014-10-28","2014-12-12","2",“24”,"3590","19",
"3054","16566","Faubourg Cousineau : 3611-3639, Fernand-Flipot","3611-3639, Fernand-Flipot","St-Hubert","Quebec","2013-09-06","2014-10-29","2",“24”,"1040","19",
"3055","15643","Habitation Du Puits","107, rue Du Puits","Boucherville","Quebec","2012-07-19","2014-10-06","3",“24”,"9593","19",
"3056","14496","Manitoba Housing: Brandon","9-1500, 10-1500, 11-1500, 12-1500 Stickney Avenue","Brandon","Manitoba","2011-01-12","2014-01-20","3",“24”,"596","19",
"3057","15991","129 Riverside Drive","129 Riverside Drive","London","Ontario","2012-12-17","2014-10-20","3",“24”,"1765","19",
"3058","18734","LECENT 12 - Bâtiment 2","3710 Roland Marquette","Longueuil","Quebec","2016-10-27","2017-10-05","3",“24”,"2457","19",
"3059","16739","B-83 Botsford","83 Botsford St.","Moncton","New Brunswick","2013-12-09","2014-09-19","3",“24”,"1391","19",
"3060","17770","Projet Gauthier","1907 Gauthier, 4010 A,B,C rue Dorion","Montreal","Quebec","2015-08-31","2017-02-17","3",“24”,"706","19",
"3061","16148","Projet Bercy","2140 Bercy","Montreal","Quebec","2013-03-25","2013-12-11","3",“24”,"867","19",
"3062","15903","LOGGIA Projet Bellechasse Phase 2","6051 - 6079 20e avenue","Montreal","Quebec","2012-08-02","2012-10-24","3",“24”,"1949","19",
"3063","17771","Treehouse","144-152 St-Augustin","Montréal","Quebec","2015-09-04","2016-09-23","3",“24”,"1012","19",
"3064","16117","Le Chateaubriand","6568 Chateaubriand, Montréal, Qc, H2S2N7","Montréal","Quebec","2013-03-07","2013-12-11","3",“24”,"476","19",
"3065","19017","Bloc I","2487-2491-2495 des équinoxes","saint-laurent","Quebec","2016-10-24","2017-11-06","3",“24”,"1852","19",
"3066","19015","Bloc F","2523-2527 des équinoxes","Saint-Laurent","Quebec","2016-10-24","2017-11-06","3",“24”,"1234","19",
"3067","16807","Terrasse des Équinoxes Bloc H","2499 - 2503 - 2507 Rue Des Équinoxes","Saint-Laurent","Quebec","2014-05-14","2015-08-04","3",“24”,"2582","19",
"3068","16316","Terrasse des équinoxes Bloc G","2511, 2515 et 2519 des équinoxes","Saint-Laurent","Quebec","2013-07-23","2014-10-09","3",“24”,"2582","19",
"3069","17834","Nova House","620 Clandeboye Avenue","Selkirk","Manitoba","2015-10-19","2017-09-18","3",“24”,"977","19",
"3070","17523","Terrasse des Équinoxes Bloc E","2535, 2541 et 2535 des équinoxes","St-Laurent","Quebec","2016-08-23","2016-12-14","3",“24”,"2582","19",
"3071","14495","Manitoba Housing: The Pas","6, 8, 10, 12, 14, 16 Centennial Drive","The Pas","Manitoba","2011-01-12","2014-01-20","3",“24”,"870","19",
"3072","16758","Manitoba Housing: Thompson","86 UCN Drive Units 22,24,26,28,30,32","Thompson","Manitoba","2014-01-07","2014-01-20","3",“24”,"888","19",
"3073","15920","Minto Southshore (Carnation) - Building 7","TH 129-148, 50 Carnation Ave.","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"1998","19",
"3074","15921","Minto Southshore (Carnation) - Building 6","TH 105-128, 40 Carnation Ave.","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"2701","19",
"3075","15922","Minto Southshore (Carnation) - Building 5","TH 73-104 - 30 Carnation Ave.32","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"3334","19",
"3076","15923","Minto Southshore (Carnation) - Building 4","TH 37-56 - 20 Carnation Ave.","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"2149","19",
"3077","15924","Minto Southshore (Carnation) - Building 3","TH 57-72 - 130 24th Street","Toronto","Ontario","2013-01-13","2015-05-22","3",“24”,"1595","19",
"3078","15925","Minto Southshore (Carnation) - Building 2","TH 1-20 - 10 Carnation Ave.","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"2151","19",
"3079","15926","Minto Southshore (Carnation) - Building 1","TH 21-36 - 120 24th Street","Toronto","Ontario","2013-01-10","2015-05-22","3",“24”,"1735","19",
"3080","15915","Caledonia Towns on the Park - Building A","Unit 1, 2, 3, 4 - 114/ Unit 1, 2, 3, 4 - 112/ Unit 1, 2, 3, 4 - 110/ Unit 1, 2, 3, 4 - 108 Caledonia Park Road","Toronto","Ontario","2012-12-03","2013-09-27","3",“24”,"2189","19",
"3081","15916","Caledonia Towns on the Park - Building B","Unit 1, 2, 3, 4 - 106/ Unit 1, 2, 3, 4 - 104/ Unit 1, 2, 3, 4 - 102/ Unit 1, 2, 3, 4 - 100 Caledonia Park Road","Toronto","Ontario","2012-12-03","2013-09-27","3",“24”,"2187","19",
"3082","15917","Caledonia Towns on the Park - Building C","Unit 1, 2, 3, 4 - 98/ Unit 1, 2, 3, 4 - 96/ Unit 1, 2, 3, 4 - 94/ Unit 1, 2, 3, 4 - 92 Unit 1, 2 - 90 Caledonia Park Road","Toronto","Ontario","2012-12-03","2013-09-27","3",“24”,"1454","19",
"3083","17297","Vancouver Cohousing","1733 East 33rd Avenue","Vancouver","British Columbia","2014-10-15","2016-12-19","3",“24”,"2827","19",
"3084","15841","2nd & Commercial","1661 East 2nd Avenue","Vancouver","British Columbia","2012-09-20","2014-10-28","3",“24”,"1595","19",
"3085","14344","OceanVillas at Brentwood Bay Resort & Spa","851 Verdier Avenue","Victoria","British Columbia","2009-08-19","2011-03-14","3",“24”,"942","19",
"3086","14385","Confidential Project",,,"Ontario","2010-02-03","2011-04-11","3",“24”,"1260","19",
"3087","14386","Confidential Project",,,"Ontario","2010-02-03","2011-04-11","3",“24”,"1260","19",
"3088","17713","Le W. Parkyn","3856 Evelyn","Montreal","Quebec","2015-08-17","2015-08-11","4",“24”,"498","19",
"3089","17727","Le Centrix","2727 rue Centre","Montreal","Quebec","2015-08-17","2015-08-10","4",“24”,"593","19",
"3090","16791","Le Saint-Dizier","3787, 3789 et 3791 (unités 1 à 3),  rue Evelyn","Montreal","Quebec","2014-01-28","2015-02-04","4",“24”,"458","19",
"3091","14440","Loggias Bourgeoys","670 Bourgeoys","Montreal","Quebec","2010-06-02","2011-11-07","4",“24”,"115","19",
"3092","18953","HoMage","2192 Bourbonnière","Montréal","Quebec","2017-02-09","2018-02-14","4",“24”,"450","19",
"3093","18959","l'Artisan","7505 Saint-Hubert","Montréal","Quebec","2016-11-08","2017-09-08","4",“24”,"1311","19",
"3094","18955","Silenzio","6548, 6550-1 et 6550-2 rue de Gaspé","Montréal","Quebec","2016-10-21","2017-02-14","4",“24”,"437","19",
"3095","17772","AdHoc","905, rue Rielle","Montréal","Quebec","2015-08-31","2016-11-18","4",“24”,"765","19",
"3096","16120","Willibrord","311 - 319 Willibrord","Montréal","Quebec","2013-03-11","2014-09-16","4",“24”,"618","19",
